Game Name,Away Team,Home Team,Cutoff Time,Away Odds,Home Odds
IND Pacers v SA Spurs,SA Spurs,IND Pacers,2025-01-23T19:00:00Z,124,-139
ORL Magic v POR Trail Blazers,POR Trail Blazers,ORL Magic,2025-01-24T00:00:00Z,264,-313
ATL Hawks v TOR Raptors,TOR Raptors,ATL Hawks,2025-01-24T00:30:00Z,172,-196
MIL Bucks v MIA Heat,MIA Heat,MIL Bucks,2025-01-24T00:30:00Z,244,-286
OKC Thunder v DAL Mavericks,DAL Mavericks,OKC Thunder,2025-01-24T01:00:00Z,540,-724
DEN Nuggets v SAC Kings,SAC Kings,DEN Nuggets,2025-01-24T02:00:00Z,276,-328
GS Warriors v CHI Bulls,CHI Bulls,GS Warriors,2025-01-24T03:00:00Z,108,-120
LA Lakers v BOS Celtics,BOS Celtics,LA Lakers,2025-01-24T03:00:00Z,-199,174
LA Clippers v WAS Wizards,WAS Wizards,LA Clippers,2025-01-24T03:30:00Z,614,-862
