Game Name,Away Team,Home Team,Cutoff Time,Away Odds,Home Odds
ORL Magic v BKN Nets,BKN Nets,ORL Magic,2024-12-29T20:40:00Z,269,-319
BOS Celtics v IND Pacers,IND Pacers,BOS Celtics,2024-12-29T23:10:00Z,471,-613
TOR Raptors v ATL Hawks,ATL Hawks,TOR Raptors,2024-12-29T23:10:00Z,-107,-103
HOU Rockets v MIA Heat,MIA Heat,HOU Rockets,2024-12-30T00:10:00Z,298,-359
OKC Thunder v MEM Grizzlies,MEM Grizzlies,OKC Thunder,2024-12-30T00:10:00Z,217,-251
MIN Timberwolves v SA Spurs,SA Spurs,MIN Timberwolves,2024-12-30T01:10:00Z,210,-243
