Game Name,Away Team,Home Team,Cutoff Time,Away Odds,Home Odds
WAS Wizards v MIN Timberwolves,MIN Timberwolves,WAS Wizards,2025-01-14T00:10:00Z,-925,657
NY Knicks v DET Pistons,DET Pistons,NY Knicks,2025-01-14T00:40:00Z,247,-291
TOR Raptors v GS Warriors,GS Warriors,TOR Raptors,2025-01-14T00:40:00Z,-220,192
HOU Rockets v MEM Grizzlies,MEM Grizzlies,HOU Rockets,2025-01-14T01:10:00Z,133,-149
LA Clippers v MIA Heat,MIA Heat,LA Clippers,2025-01-14T03:40:00Z,213,-247
LA Lakers v SA Spurs,SA Spurs,LA Lakers,2025-01-14T03:40:00Z,146,-165
DET Pistons v PHX Suns,PHX Suns,DET Pistons,2025-01-18T21:00:00Z,0,0
