Game Name,Home Team,Away Team,Cutoff Time,Home Odds,Away Odds
ORL Magic v OKC Thunder,ORL Magic,OKC Thunder,2024-12-20T00:00:00Z,2.89,1.38
DET Pistons v UTA Jazz,DET Pistons,UTA Jazz,2024-12-20T00:10:00Z,1.55,2.35
WAS Wizards v CHA Hornets,WAS Wizards,CHA Hornets,2024-12-20T00:10:00Z,2.34,1.56
BOS Celtics v CHI Bulls,BOS Celtics,CHI Bulls,2024-12-20T00:40:00Z,1.07,7.17
TOR Raptors v BKN Nets,TOR Raptors,BKN Nets,2024-12-20T00:40:00Z,1.57,2.32
HOU Rockets v NO Pelicans,HOU Rockets,NO Pelicans,2024-12-20T01:10:00Z,1.18,4.5
MEM Grizzlies v GS Warriors,MEM Grizzlies,GS Warriors,2024-12-20T01:10:00Z,1.56,2.33
SA Spurs v ATL Hawks,SA Spurs,ATL Hawks,2024-12-20T01:10:00Z,1.83,1.91
DAL Mavericks v LA Clippers,DAL Mavericks,LA Clippers,2024-12-20T01:40:00Z,1.36,2.98
PHX Suns v IND Pacers,PHX Suns,IND Pacers,2024-12-20T02:10:00Z,1.37,2.92
MIN Timberwolves v NY Knicks,MIN Timberwolves,NY Knicks,2024-12-20T02:30:00Z,1.71,2.07
POR Trail Blazers v DEN Nuggets,POR Trail Blazers,DEN Nuggets,2024-12-20T03:10:00Z,3.71,1.25
SAC Kings v LA Lakers,SAC Kings,LA Lakers,2024-12-20T03:10:00Z,1.45,2.63
NY Knicks v SA Spurs,NY Knicks,SA Spurs,2024-12-25T17:00:00Z,N/A,N/A
