Game Name,Home Team,Away Team,Cutoff Time,Home Odds,Away Odds
IND Pacers v MIL Bucks,IND Pacers,MIL Bucks,2025-04-19T17:00:00Z,N/A,N/A
DEN Nuggets v LA Clippers,DEN Nuggets,LA Clippers,2025-04-19T19:30:00Z,1.741,2.204
NY Knicks v DET Pistons,NY Knicks,DET Pistons,2025-04-19T22:00:00Z,1.343,3.481
LA Lakers v MIN Timberwolves,LA Lakers,MIN Timberwolves,2025-04-20T00:30:00Z,1.539,2.633
OKC Thunder v MEM Grizzlies,OKC Thunder,MEM Grizzlies,2025-04-20T17:00:00Z,1.114,7.248
BOS Celtics v ORL Magic,BOS Celtics,ORL Magic,2025-04-20T19:30:00Z,1.108,7.528
CLE Cavaliers v MIA Heat,CLE Cavaliers,MIA Heat,2025-04-20T23:00:00Z,1.125,6.79
HOU Rockets v GS Warriors,HOU Rockets,GS Warriors,2025-04-21T01:30:00Z,1.841,2.063
NY Knicks v DET Pistons,NY Knicks,DET Pistons,2025-04-21T23:30:00Z,N/A,N/A
DEN Nuggets v LA Clippers,DEN Nuggets,LA Clippers,2025-04-22T23:00:00Z,N/A,N/A
IND Pacers v MIL Bucks,IND Pacers,MIL Bucks,2025-04-22T23:00:00Z,N/A,N/A
OKC Thunder v MEM Grizzlies,OKC Thunder,MEM Grizzlies,2025-04-22T23:30:00Z,N/A,N/A
LA Lakers v MIN Timberwolves,LA Lakers,MIN Timberwolves,2025-04-23T02:00:00Z,N/A,N/A
BOS Celtics v ORL Magic,BOS Celtics,ORL Magic,2025-04-23T23:00:00Z,N/A,N/A
CLE Cavaliers v MIA Heat,CLE Cavaliers,MIA Heat,2025-04-23T23:30:00Z,N/A,N/A
HOU Rockets v GS Warriors,HOU Rockets,GS Warriors,2025-04-24T01:30:00Z,N/A,N/A
DET Pistons v NY Knicks,DET Pistons,NY Knicks,2025-04-24T23:00:00Z,N/A,N/A
MEM Grizzlies v OKC Thunder,MEM Grizzlies,OKC Thunder,2025-04-25T01:30:00Z,N/A,N/A
LA Clippers v DEN Nuggets,LA Clippers,DEN Nuggets,2025-04-25T02:00:00Z,N/A,N/A
