Game Name,Home Team,Away Team,Cutoff Time,Home Odds,Away Odds
ORL Magic v ATL Hawks,ORL Magic,ATL Hawks,2025-04-15T23:30:00Z,1.472,2.853
GS Warriors v MEM Grizzlies,GS Warriors,MEM Grizzlies,2025-04-16T02:00:00Z,1.338,3.511
CHI Bulls v MIA Heat,CHI Bulls,MIA Heat,2025-04-16T23:30:00Z,1.894,2.004
SAC Kings v DAL Mavericks,SAC Kings,DAL Mavericks,2025-04-17T02:00:00Z,1.544,2.622
IND Pacers v MIL Bucks,IND Pacers,MIL Bucks,2025-04-19T17:00:00Z,1.535,2.642
DEN Nuggets v LA Clippers,DEN Nuggets,LA Clippers,2025-04-19T19:30:00Z,1.763,2.163
NY Knicks v DET Pistons,NY Knicks,DET Pistons,2025-04-19T22:00:00Z,1.359,3.38
LA Lakers v MIN Timberwolves,LA Lakers,MIN Timberwolves,2025-04-20T00:30:00Z,1.559,2.582
DEN Nuggets v LA Clippers,DEN Nuggets,LA Clippers,2025-04-22T23:00:00Z,N/A,N/A
IND Pacers v MIL Bucks,IND Pacers,MIL Bucks,2025-04-22T23:00:00Z,N/A,N/A
LA Lakers v MIN Timberwolves,LA Lakers,MIN Timberwolves,2025-04-22T23:00:00Z,N/A,N/A
NY Knicks v DET Pistons,NY Knicks,DET Pistons,2025-04-22T23:00:00Z,N/A,N/A
DET Pistons v NY Knicks,DET Pistons,NY Knicks,2025-04-25T23:00:00Z,N/A,N/A
LA Clippers v DEN Nuggets,LA Clippers,DEN Nuggets,2025-04-25T23:00:00Z,N/A,N/A
MIL Bucks v IND Pacers,MIL Bucks,IND Pacers,2025-04-25T23:00:00Z,N/A,N/A
MIN Timberwolves v LA Lakers,MIN Timberwolves,LA Lakers,2025-04-25T23:00:00Z,N/A,N/A
DET Pistons v NY Knicks,DET Pistons,NY Knicks,2025-04-26T23:00:00Z,N/A,N/A
LA Clippers v DEN Nuggets,LA Clippers,DEN Nuggets,2025-04-26T23:00:00Z,N/A,N/A
MIL Bucks v IND Pacers,MIL Bucks,IND Pacers,2025-04-26T23:00:00Z,N/A,N/A
MIN Timberwolves v LA Lakers,MIN Timberwolves,LA Lakers,2025-04-26T23:00:00Z,N/A,N/A
DEN Nuggets v LA Clippers,DEN Nuggets,LA Clippers,2025-04-30T23:00:00Z,N/A,N/A
IND Pacers v MIL Bucks,IND Pacers,MIL Bucks,2025-04-30T23:00:00Z,N/A,N/A
LA Lakers v MIN Timberwolves,LA Lakers,MIN Timberwolves,2025-04-30T23:00:00Z,N/A,N/A
NY Knicks v DET Pistons,NY Knicks,DET Pistons,2025-04-30T23:00:00Z,N/A,N/A
DET Pistons v NY Knicks,DET Pistons,NY Knicks,2025-05-03T23:00:00Z,N/A,N/A
LA Clippers v DEN Nuggets,LA Clippers,DEN Nuggets,2025-05-03T23:00:00Z,N/A,N/A
MIL Bucks v IND Pacers,MIL Bucks,IND Pacers,2025-05-03T23:00:00Z,N/A,N/A
MIN Timberwolves v LA Lakers,MIN Timberwolves,LA Lakers,2025-05-03T23:00:00Z,N/A,N/A
IND Pacers v MIL Bucks,IND Pacers,MIL Bucks,2025-05-04T23:00:00Z,N/A,N/A
LA Lakers v MIN Timberwolves,LA Lakers,MIN Timberwolves,2025-05-04T23:00:00Z,N/A,N/A
NY Knicks v DET Pistons,NY Knicks,DET Pistons,2025-05-04T23:00:00Z,N/A,N/A
