Game Name,Away Team,Home Team,Cutoff Time,Away Odds,Home Odds
IND Pacers v NO Pelicans,NO Pelicans,IND Pacers,2024-12-15T22:00:00Z,230,-268
ORL Magic v NY Knicks,NY Knicks,ORL Magic,2024-12-15T23:00:00Z,-185,163
WAS Wizards v BOS Celtics,BOS Celtics,WAS Wizards,2024-12-15T23:00:00Z,-1851,1145
SA Spurs v MIN Timberwolves,MIN Timberwolves,SA Spurs,2024-12-16T00:10:00Z,-177,156
PHX Suns v POR Trail Blazers,POR Trail Blazers,PHX Suns,2024-12-16T01:10:00Z,486,-636
GS Warriors v DAL Mavericks,DAL Mavericks,GS Warriors,2024-12-16T01:40:00Z,-142,127
LA Lakers v MEM Grizzlies,MEM Grizzlies,LA Lakers,2024-12-16T02:40:00Z,-186,164
