Game Name,Home Team,Away Team,Cutoff Time,Home Odds,Away Odds
CHA Hornets v HOU Rockets,CHA Hornets,HOU Rockets,2024-12-24T00:10:00Z,3.092,1.414
CLE Cavaliers v UTA Jazz,CLE Cavaliers,UTA Jazz,2024-12-24T00:10:00Z,1.095,8.429
ORL Magic v BOS Celtics,ORL Magic,BOS Celtics,2024-12-24T00:10:00Z,4.878,1.205
PHI 76ers v SA Spurs,PHI 76ers,SA Spurs,2024-12-24T00:10:00Z,1.479,2.823
MIA Heat v BKN Nets,MIA Heat,BKN Nets,2024-12-24T00:30:00Z,1.194,5.077
ATL Hawks v MIN Timberwolves,ATL Hawks,MIN Timberwolves,2024-12-24T00:40:00Z,2.424,1.624
NY Knicks v TOR Raptors,NY Knicks,TOR Raptors,2024-12-24T00:40:00Z,1.116,7.192
CHI Bulls v MIL Bucks,CHI Bulls,MIL Bucks,2024-12-24T01:10:00Z,2.074,1.835
MEM Grizzlies v LA Clippers,MEM Grizzlies,LA Clippers,2024-12-24T01:10:00Z,1.446,2.952
OKC Thunder v WAS Wizards,OKC Thunder,WAS Wizards,2024-12-24T01:10:00Z,1.067,10.783
DAL Mavericks v POR Trail Blazers,DAL Mavericks,POR Trail Blazers,2024-12-24T01:40:00Z,1.17,5.536
DEN Nuggets v PHX Suns,DEN Nuggets,PHX Suns,2024-12-24T03:10:00Z,1.529,2.662
GS Warriors v IND Pacers,GS Warriors,IND Pacers,2024-12-24T03:10:00Z,1.453,2.921
LA Lakers v DET Pistons,LA Lakers,DET Pistons,2024-12-24T03:40:00Z,1.449,2.931
NY Knicks v SA Spurs,NY Knicks,SA Spurs,2024-12-25T17:10:00Z,1.23,3.94
DAL Mavericks v MIN Timberwolves,DAL Mavericks,MIN Timberwolves,2024-12-25T19:40:00Z,1.49,2.51
BOS Celtics v PHI 76ers,BOS Celtics,PHI 76ers,2024-12-25T22:10:00Z,1.22,3.98
GS Warriors v LA Lakers,GS Warriors,LA Lakers,2024-12-26T01:10:00Z,1.5,2.49
PHX Suns v DEN Nuggets,PHX Suns,DEN Nuggets,2024-12-26T03:40:00Z,1.99,1.76
