Game Name,Away Team,Home Team,Cutoff Time,Away Odds,Home Odds
MIA Heat v SA Spurs,SA Spurs,MIA Heat,2025-01-19T20:00:00Z,133,-150
ORL Magic v DEN Nuggets,DEN Nuggets,ORL Magic,2025-01-19T23:00:00Z,-296,252
MIL Bucks v PHI 76ers,PHI 76ers,MIL Bucks,2025-01-20T00:00:00Z,542,-729
OKC Thunder v BKN Nets,BKN Nets,OKC Thunder,2025-01-20T00:00:00Z,857,-1265
LA Clippers v LA Lakers,LA Lakers,LA Clippers,2025-01-20T02:00:00Z,151,-170
POR Trail Blazers v CHI Bulls,CHI Bulls,POR Trail Blazers,2025-01-20T02:00:00Z,-237,205
SAC Kings v WAS Wizards,WAS Wizards,SAC Kings,2025-01-20T02:00:00Z,1010,-1562
