Game Name,Away Team,Home Team,Cutoff Time,Away Odds,Home Odds
CLE Cavaliers v OKC Thunder,OKC Thunder,CLE Cavaliers,2025-01-09T00:10:00Z,120,-134
IND Pacers v CHI Bulls,CHI Bulls,IND Pacers,2025-01-09T00:10:00Z,193,-222
PHI 76ers v WAS Wizards,WAS Wizards,PHI 76ers,2025-01-09T00:10:00Z,398,-502
BKN Nets v DET Pistons,DET Pistons,BKN Nets,2025-01-09T00:40:00Z,-355,295
NY Knicks v TOR Raptors,TOR Raptors,NY Knicks,2025-01-09T00:40:00Z,492,-649
NO Pelicans v POR Trail Blazers,POR Trail Blazers,NO Pelicans,2025-01-09T01:10:00Z,116,-129
DEN Nuggets v LA Clippers,LA Clippers,DEN Nuggets,2025-01-09T02:10:00Z,-126,113
MIL Bucks v SA Spurs,SA Spurs,MIL Bucks,2025-01-09T02:40:00Z,161,-183
