Game Name,Home Team,Away Team,Cutoff Time,Home Odds,Away Odds
OKC Thunder v DEN Nuggets,OKC Thunder,DEN Nuggets,2025-05-18T19:30:00Z,1.296,3.82
CLE Cavaliers v IND Pacers,CLE Cavaliers,IND Pacers,2025-05-18T23:00:00Z,N/A,N/A
GS Warriors v MIN Timberwolves,GS Warriors,MIN Timberwolves,2025-05-19T00:00:00Z,N/A,N/A
BOS Celtics v NY Knicks,BOS Celtics,NY Knicks,2025-05-20T00:00:00Z,N/A,N/A
MIN Timberwolves v GS Warriors,MIN Timberwolves,GS Warriors,2025-05-21T00:30:00Z,N/A,N/A
NY Knicks v IND Pacers,NY Knicks,IND Pacers,2025-05-22T00:00:00Z,1.59,2.492
NY Knicks v IND Pacers,NY Knicks,IND Pacers,2025-05-24T00:00:00Z,N/A,N/A
IND Pacers v NY Knicks,IND Pacers,NY Knicks,2025-05-28T00:00:00Z,N/A,N/A
NY Knicks v IND Pacers,NY Knicks,IND Pacers,2025-05-30T00:00:00Z,N/A,N/A
IND Pacers v NY Knicks,IND Pacers,NY Knicks,2025-06-01T00:00:00Z,N/A,N/A
IND Pacers v NY Knicks,IND Pacers,NY Knicks,2025-06-02T23:00:00Z,N/A,N/A
NY Knicks v IND Pacers,NY Knicks,IND Pacers,2025-06-03T00:00:00Z,N/A,N/A
