Game Name,Away Team,Home Team,Cutoff Time,Away Odds,Home Odds
CHA Hornets v ATL Hawks,ATL Hawks,CHA Hornets,2024-11-30T23:00:00Z,-215,187
DET Pistons v PHI 76ers,PHI 76ers,DET Pistons,2024-12-01T00:10:00Z,106,-118
MIL Bucks v WAS Wizards,WAS Wizards,MIL Bucks,2024-12-01T01:00:00Z,760,-1086
PHX Suns v GSW Warriors,GSW Warriors,PHX Suns,2024-12-01T02:00:00Z,114,-127
UTA Jazz v DAL Mavericks,DAL Mavericks,UTA Jazz,2024-12-01T02:40:00Z,-240,208
