Game Name,Away Team,Home Team,Cutoff Time,Away Odds,Home Odds
DET Pistons v PHX Suns,PHX Suns,DET Pistons,2025-01-18T21:00:00Z,-113,101
BOS Celtics v ATL Hawks,ATL Hawks,BOS Celtics,2025-01-19T00:00:00Z,329,-404
IND Pacers v PHI 76ers,PHI 76ers,IND Pacers,2025-01-19T00:00:00Z,319,-389
GS Warriors v WAS Wizards,WAS Wizards,GS Warriors,2025-01-19T01:30:00Z,593,-813
MIN Timberwolves v CLE Cavaliers,CLE Cavaliers,MIN Timberwolves,2025-01-19T02:00:00Z,-233,203
POR Trail Blazers v HOU Rockets,HOU Rockets,POR Trail Blazers,2025-01-19T03:00:00Z,-628,478
