Game Name,Away Team,Home Team,Cutoff Time,Away Odds,Home Odds
DET Pistons v IND Pacers,IND Pacers,DET Pistons,2025-01-17T00:10:00Z,109,-121
WAS Wizards v PHX Suns,PHX Suns,WAS Wizards,2025-01-17T00:10:00Z,-632,482
OKC Thunder v CLE Cavaliers,CLE Cavaliers,OKC Thunder,2025-01-17T00:40:00Z,115,-128
POR Trail Blazers v LA Clippers,LA Clippers,POR Trail Blazers,2025-01-17T03:10:00Z,-256,220
SAC Kings v HOU Rockets,HOU Rockets,SAC Kings,2025-01-17T03:10:00Z,151,-170
