Game Name,Home Team,Away Team,Cutoff Time,Home Odds,Away Odds
OKC Thunder v MIN Timberwolves,OKC Thunder,MIN Timberwolves,2025-06-02T00:00:00Z,N/A,N/A
IND Pacers v NY Knicks,IND Pacers,NY Knicks,2025-06-02T23:00:00Z,N/A,N/A
NY Knicks v IND Pacers,NY Knicks,IND Pacers,2025-06-03T00:00:00Z,N/A,N/A
OKC Thunder v IND Pacers,OKC Thunder,IND Pacers,2025-06-06T00:30:00Z,1.241,4.367
OKC Thunder v IND Pacers,OKC Thunder,IND Pacers,2025-06-09T00:00:00Z,N/A,N/A
IND Pacers v OKC Thunder,IND Pacers,OKC Thunder,2025-06-12T00:30:00Z,N/A,N/A
IND Pacers v OKC Thunder,IND Pacers,OKC Thunder,2025-06-14T00:30:00Z,N/A,N/A
OKC Thunder v IND Pacers,OKC Thunder,IND Pacers,2025-06-17T00:30:00Z,N/A,N/A
IND Pacers v OKC Thunder,IND Pacers,OKC Thunder,2025-06-20T00:30:00Z,N/A,N/A
OKC Thunder v IND Pacers,OKC Thunder,IND Pacers,2025-06-23T00:00:00Z,N/A,N/A
