Game Name,Home Team,Away Team,Cutoff Time,Home Odds,Away Odds
BKN Nets v ORL Magic,BKN Nets,ORL Magic,2024-12-01T20:40:00Z,3.232,1.385
MEM Grizzlies v IND Pacers,MEM Grizzlies,IND Pacers,2024-12-01T20:40:00Z,1.397,3.172
TOR Raptors v MIA Heat,TOR Raptors,MIA Heat,2024-12-01T23:00:00Z,2.623,1.542
CLE Cavaliers v BOS Celtics,CLE Cavaliers,BOS Celtics,2024-12-01T23:10:00Z,2.025,1.872
NYK Knicks v NOP Pelicans,NYK Knicks,NOP Pelicans,2024-12-01T23:10:00Z,1.137,6.414
HOU Rockets v OKC Thunder,HOU Rockets,OKC Thunder,2024-12-02T00:10:00Z,2.074,1.835
UTA Jazz v LAL Lakers,UTA Jazz,LAL Lakers,2024-12-02T01:10:00Z,3.401,1.354
SAC Kings v SAS Spurs,SAC Kings,SAS Spurs,2024-12-02T02:10:00Z,1.423,3.052
LA Clippers v DEN Nuggets,LA Clippers,DEN Nuggets,2024-12-02T03:10:00Z,2.253,1.709
CHA Hornets v PHI 76ers,CHA Hornets,PHI 76ers,2024-12-04T00:00:00Z,2.75,1.41
CLE Cavaliers v WAS Wizards,CLE Cavaliers,WAS Wizards,2024-12-04T00:00:00Z,1.05,8.69
DET Pistons v MIL Bucks,DET Pistons,MIL Bucks,2024-12-04T00:00:00Z,2.37,1.54
NYK Knicks v ORL Magic,NYK Knicks,ORL Magic,2024-12-04T00:30:00Z,1.37,2.94
TOR Raptors v IND Pacers,TOR Raptors,IND Pacers,2024-12-04T00:30:00Z,2.1,1.68
OKC Thunder v UTA Jazz,OKC Thunder,UTA Jazz,2024-12-04T01:00:00Z,1.06,7.8
DAL Mavericks v MEM Grizzlies,DAL Mavericks,MEM Grizzlies,2024-12-04T01:30:00Z,1.7,2.08
PHX Suns v SAS Spurs,PHX Suns,SAS Spurs,2024-12-04T02:00:00Z,1.35,3.06
DEN Nuggets v GSW Warriors,DEN Nuggets,GSW Warriors,2024-12-04T03:00:00Z,1.68,2.1
SAC Kings v HOU Rockets,SAC Kings,HOU Rockets,2024-12-04T03:00:00Z,1.83,1.91
LA Clippers v POR Trail Blazers,LA Clippers,POR Trail Blazers,2024-12-04T03:30:00Z,1.22,4
