Game Name,Home Team,Away Team,Cutoff Time,Home Odds,Away Odds
ATL Hawks v ORL Magic,ATL Hawks,ORL Magic,2025-04-13T17:00:00Z,1.209,4.313
BKN Nets v NY Knicks,BKN Nets,NY Knicks,2025-04-13T17:00:00Z,1.977,1.906
BOS Celtics v CHA Hornets,BOS Celtics,CHA Hornets,2025-04-13T17:00:00Z,1.142,5.492
CLE Cavaliers v IND Pacers,CLE Cavaliers,IND Pacers,2025-04-13T17:00:00Z,1.16,5.961
MIA Heat v WAS Wizards,MIA Heat,WAS Wizards,2025-04-13T17:00:00Z,1.677,2.306
MIL Bucks v DET Pistons,MIL Bucks,DET Pistons,2025-04-13T17:00:00Z,1.275,4.054
PHI 76ers v CHI Bulls,PHI 76ers,CHI Bulls,2025-04-13T17:00:00Z,2.925,1.396
GS Warriors v LA Clippers,GS Warriors,LA Clippers,2025-04-13T19:30:00Z,1.628,2.414
HOU Rockets v DEN Nuggets,HOU Rockets,DEN Nuggets,2025-04-13T19:30:00Z,2.843,1.474
MEM Grizzlies v DAL Mavericks,MEM Grizzlies,DAL Mavericks,2025-04-13T19:30:00Z,2.114,1.801
MIN Timberwolves v UTA Jazz,MIN Timberwolves,UTA Jazz,2025-04-13T19:30:00Z,1.031,18.115
NO Pelicans v OKC Thunder,NO Pelicans,OKC Thunder,2025-04-13T19:30:00Z,6.783,1.127
POR Trail Blazers v LA Lakers,POR Trail Blazers,LA Lakers,2025-04-13T19:30:00Z,1.44,2.972
SA Spurs v TOR Raptors,SA Spurs,TOR Raptors,2025-04-13T19:30:00Z,1.542,2.623
SAC Kings v PHX Suns,SAC Kings,PHX Suns,2025-04-13T19:30:00Z,1.095,8.409
ORL Magic v ATL Hawks,ORL Magic,ATL Hawks,2025-04-15T23:00:00Z,1.48,2.53
CHI Bulls v MIA Heat,CHI Bulls,MIA Heat,2025-04-16T23:00:00Z,1.8,1.95
IND Pacers v MIL Bucks,IND Pacers,MIL Bucks,2025-04-19T23:00:00Z,1.5,2.62
NY Knicks v DET Pistons,NY Knicks,DET Pistons,2025-04-19T23:00:00Z,1.34,3.31
