Game Name,Home Team,Away Team,Cutoff Time,Home Odds,Away Odds
NY Knicks v SA Spurs,NY Knicks,SA Spurs,2024-12-25T17:10:00Z,1.922,1.958
DAL Mavericks v MIN Timberwolves,DAL Mavericks,MIN Timberwolves,2024-12-25T19:40:00Z,1.496,2.773
BOS Celtics v PHI 76ers,BOS Celtics,PHI 76ers,2024-12-25T22:10:00Z,1.273,4.04
GS Warriors v LA Lakers,GS Warriors,LA Lakers,2024-12-26T01:10:00Z,1.591,2.503
PHX Suns v DEN Nuggets,PHX Suns,DEN Nuggets,2024-12-26T03:40:00Z,2.173,1.757
IND Pacers v OKC Thunder,IND Pacers,OKC Thunder,2024-12-27T00:00:00Z,2.45,1.51
ORL Magic v MIA Heat,ORL Magic,MIA Heat,2024-12-27T00:00:00Z,1.86,1.88
WAS Wizards v CHA Hornets,WAS Wizards,CHA Hornets,2024-12-27T00:00:00Z,2.1,1.68
ATL Hawks v CHI Bulls,ATL Hawks,CHI Bulls,2024-12-27T00:30:00Z,1.34,3.1
MEM Grizzlies v TOR Raptors,MEM Grizzlies,TOR Raptors,2024-12-27T01:00:00Z,1.13,5.45
MIL Bucks v BKN Nets,MIL Bucks,BKN Nets,2024-12-27T01:00:00Z,1.23,3.86
NO Pelicans v HOU Rockets,NO Pelicans,HOU Rockets,2024-12-27T01:00:00Z,3.68,1.25
POR Trail Blazers v UTA Jazz,POR Trail Blazers,UTA Jazz,2024-12-27T03:00:00Z,1.63,2.19
SAC Kings v DET Pistons,SAC Kings,DET Pistons,2024-12-27T03:00:00Z,1.46,2.6
