Game Name,Away Team,Home Team,Cutoff Time,Away Odds,Home Odds
BKN Nets v NY Knicks,NY Knicks,BKN Nets,2025-01-22T00:30:00Z,-694,522
MIA Heat v POR Trail Blazers,POR Trail Blazers,MIA Heat,2025-01-22T00:30:00Z,387,-487
TOR Raptors v ORL Magic,ORL Magic,TOR Raptors,2025-01-22T00:30:00Z,-115,103
DEN Nuggets v PHI 76ers,PHI 76ers,DEN Nuggets,2025-01-22T03:00:00Z,580,-800
LA Lakers v WAS Wizards,WAS Wizards,LA Lakers,2025-01-22T03:30:00Z,593,-826
