Game Name,Away Team,Home Team,Cutoff Time,Away Odds,Home Odds
IND Pacers v CLE Cavaliers,CLE Cavaliers,IND Pacers,2025-01-15T00:10:00Z,-334,279
PHI 76ers v OKC Thunder,OKC Thunder,PHI 76ers,2025-01-15T00:10:00Z,-636,486
ATL Hawks v PHX Suns,PHX Suns,ATL Hawks,2025-01-15T00:40:00Z,-145,129
CHI Bulls v NO Pelicans,NO Pelicans,CHI Bulls,2025-01-15T01:10:00Z,104,-116
MIL Bucks v SAC Kings,SAC Kings,MIL Bucks,2025-01-15T01:10:00Z,121,-136
DAL Mavericks v DEN Nuggets,DEN Nuggets,DAL Mavericks,2025-01-15T02:40:00Z,-156,139
POR Trail Blazers v BKN Nets,BKN Nets,POR Trail Blazers,2025-01-15T03:10:00Z,192,-220
