Game Name,Home Team,Away Team,Cutoff Time,Home Odds,Away Odds
LA Lakers v CHA Hornets,LA Lakers,CHA Hornets,2025-02-20T03:00:00Z,1.11,5.94
IND Pacers v MEM Grizzlies,IND Pacers,MEM Grizzlies,2025-02-21T00:00:00Z,1.96,1.79
PHI 76ers v BOS Celtics,PHI 76ers,BOS Celtics,2025-02-21T00:00:00Z,3.49,1.28
ATL Hawks v ORL Magic,ATL Hawks,ORL Magic,2025-02-21T00:30:00Z,1.96,1.79
BKN Nets v CLE Cavaliers,BKN Nets,CLE Cavaliers,2025-02-21T00:30:00Z,6.29,1.1
NY Knicks v CHI Bulls,NY Knicks,CHI Bulls,2025-02-21T00:30:00Z,1.1,6.29
MIL Bucks v LA Clippers,MIL Bucks,LA Clippers,2025-02-21T01:00:00Z,1.76,2
DEN Nuggets v CHA Hornets,DEN Nuggets,CHA Hornets,2025-02-21T02:00:00Z,1.09,6.72
SA Spurs v PHX Suns,SA Spurs,PHX Suns,2025-02-21T02:30:00Z,1.7,2.08
POR Trail Blazers v LA Lakers,POR Trail Blazers,LA Lakers,2025-02-21T03:00:00Z,2.47,1.5
CLE Cavaliers v NY Knicks,CLE Cavaliers,NY Knicks,2025-02-22T00:00:00Z,N/A,N/A
ORL Magic v MEM Grizzlies,ORL Magic,MEM Grizzlies,2025-02-22T00:00:00Z,N/A,N/A
WAS Wizards v MIL Bucks,WAS Wizards,MIL Bucks,2025-02-22T00:00:00Z,N/A,N/A
TOR Raptors v MIA Heat,TOR Raptors,MIA Heat,2025-02-22T00:30:00Z,N/A,N/A
DAL Mavericks v NO Pelicans,DAL Mavericks,NO Pelicans,2025-02-22T01:30:00Z,N/A,N/A
SA Spurs v DET Pistons,SA Spurs,DET Pistons,2025-02-22T01:30:00Z,N/A,N/A
HOU Rockets v MIN Timberwolves,HOU Rockets,MIN Timberwolves,2025-02-22T02:30:00Z,N/A,N/A
UTA Jazz v OKC Thunder,UTA Jazz,OKC Thunder,2025-02-22T02:30:00Z,N/A,N/A
SAC Kings v GS Warriors,SAC Kings,GS Warriors,2025-02-22T03:00:00Z,N/A,N/A
CHI Bulls v PHX Suns,CHI Bulls,PHX Suns,2025-02-22T22:00:00Z,N/A,N/A
PHI 76ers v BKN Nets,PHI 76ers,BKN Nets,2025-02-23T00:30:00Z,N/A,N/A
DEN Nuggets v LA Lakers,DEN Nuggets,LA Lakers,2025-02-23T01:30:00Z,N/A,N/A
UTA Jazz v HOU Rockets,UTA Jazz,HOU Rockets,2025-02-23T02:30:00Z,N/A,N/A
POR Trail Blazers v CHA Hornets,POR Trail Blazers,CHA Hornets,2025-02-23T03:00:00Z,N/A,N/A
BOS Celtics v NY Knicks,BOS Celtics,NY Knicks,2025-02-23T18:00:00Z,N/A,N/A
