Game Name,Home Team,Away Team,Cutoff Time,Home Odds,Away Odds
DET Pistons v UTA Jazz,DET Pistons,UTA Jazz,2024-12-19T13:59:17Z,1.51,2.46
ORL Magic v OKC Thunder,ORL Magic,OKC Thunder,2024-12-20T00:00:00Z,3.05,1.35
WAS Wizards v CHA Hornets,WAS Wizards,CHA Hornets,2024-12-20T00:00:00Z,2.38,1.54
BOS Celtics v CHI Bulls,BOS Celtics,CHI Bulls,2024-12-20T00:30:00Z,1.08,7.06
TOR Raptors v BKN Nets,TOR Raptors,BKN Nets,2024-12-20T00:30:00Z,1.55,2.35
HOU Rockets v NO Pelicans,HOU Rockets,NO Pelicans,2024-12-20T01:00:00Z,1.24,3.83
MEM Grizzlies v GS Warriors,MEM Grizzlies,GS Warriors,2024-12-20T01:00:00Z,1.7,2.07
SA Spurs v ATL Hawks,SA Spurs,ATL Hawks,2024-12-20T01:00:00Z,1.76,1.99
DAL Mavericks v LA Clippers,DAL Mavericks,LA Clippers,2024-12-20T01:30:00Z,1.52,2.42
PHX Suns v IND Pacers,PHX Suns,IND Pacers,2024-12-20T02:00:00Z,1.37,2.92
MIN Timberwolves v NY Knicks,MIN Timberwolves,NY Knicks,2024-12-20T02:30:00Z,1.72,2.05
POR Trail Blazers v DEN Nuggets,POR Trail Blazers,DEN Nuggets,2024-12-20T03:00:00Z,3.58,1.26
SAC Kings v LA Lakers,SAC Kings,LA Lakers,2024-12-20T03:00:00Z,1.5,2.48
NY Knicks v SA Spurs,NY Knicks,SA Spurs,2024-12-25T17:00:00Z,N/A,N/A
DAL Mavericks v MIN Timberwolves,DAL Mavericks,MIN Timberwolves,2024-12-25T19:30:00Z,N/A,N/A
BOS Celtics v PHI 76ers,BOS Celtics,PHI 76ers,2024-12-25T22:00:00Z,N/A,N/A
GS Warriors v LA Lakers,GS Warriors,LA Lakers,2024-12-26T01:00:00Z,N/A,N/A
PHX Suns v DEN Nuggets,PHX Suns,DEN Nuggets,2024-12-26T03:30:00Z,N/A,N/A
