Game Name,Home Team,Away Team,Cutoff Time,Home Odds,Away Odds
CLE Cavaliers v DEN Nuggets,CLE Cavaliers,DEN Nuggets,2024-12-06T00:10:00Z,1.567,2.553
WAS Wizards v DAL Mavericks,WAS Wizards,DAL Mavericks,2024-12-06T00:10:00Z,7.98,1.1
NYK Knicks v CHA Hornets,NYK Knicks,CHA Hornets,2024-12-06T00:40:00Z,1.097,8.12
TOR Raptors v OKC Thunder,TOR Raptors,OKC Thunder,2024-12-06T00:40:00Z,4.459,1.235
MEM Grizzlies v SAC Kings,MEM Grizzlies,SAC Kings,2024-12-06T01:10:00Z,1.652,2.364
NOP Pelicans v PHX Suns,NOP Pelicans,PHX Suns,2024-12-06T01:10:00Z,2.154,1.776
SAS Spurs v CHI Bulls,SAS Spurs,CHI Bulls,2024-12-06T01:10:00Z,1.808,2.104
GSW Warriors v HOU Rockets,GSW Warriors,HOU Rockets,2024-12-06T03:10:00Z,2.452,1.612
MIL Bucks v ORL Magic,MIL Bucks,ORL Magic,2024-12-10T23:00:00Z,N/A,N/A
OKC Thunder v DAL Mavericks,OKC Thunder,DAL Mavericks,2024-12-11T02:30:00Z,N/A,N/A
NYK Knicks v ATL Hawks,NYK Knicks,ATL Hawks,2024-12-11T23:00:00Z,N/A,N/A
HOU Rockets v GSW Warriors,HOU Rockets,GSW Warriors,2024-12-12T02:30:00Z,N/A,N/A
