Game Name,Away Team,Home Team,Cutoff Time,Away Odds,Home Odds
MIN Timberwolves v BOS Celtics,BOS Celtics,MIN Timberwolves,2025-01-03T00:30:00Z,-181,160
MIA Heat v IND Pacers,IND Pacers,MIA Heat,2025-01-03T00:40:00Z,103,-115
MIL Bucks v BKN Nets,BKN Nets,MIL Bucks,2025-01-03T01:10:00Z,589,-806
OKC Thunder v LA Clippers,LA Clippers,OKC Thunder,2025-01-03T01:10:00Z,430,-552
GS Warriors v PHI 76ers,PHI 76ers,GS Warriors,2025-01-03T03:00:00Z,131,-148
LA Lakers v POR Trail Blazers,POR Trail Blazers,LA Lakers,2025-01-03T03:40:00Z,338,-416
