Game Name,Away Team,Home Team,Cutoff Time,Away Odds,Home Odds
CHA Hornets v POR Trail Blazers,POR Trail Blazers,CHA Hornets,2025-01-25T00:00:00Z,184,-210
PHI 76ers v CLE Cavaliers,CLE Cavaliers,PHI 76ers,2025-01-25T00:00:00Z,-492,391
MEM Grizzlies v NO Pelicans,NO Pelicans,MEM Grizzlies,2025-01-25T01:00:00Z,433,-555
SA Spurs v IND Pacers,IND Pacers,SA Spurs,2025-01-25T17:00:00Z,-133,100
