Game Name,Away Team,Home Team,Cutoff Time,Away Odds,Home Odds
PHX Suns v UTA Jazz,UTA Jazz,PHX Suns,2025-01-11T22:10:00Z,456,-591
DET Pistons v TOR Raptors,TOR Raptors,DET Pistons,2025-01-12T00:10:00Z,179,-204
MIN Timberwolves v MEM Grizzlies,MEM Grizzlies,MIN Timberwolves,2025-01-12T01:10:00Z,110,-122
POR Trail Blazers v MIA Heat,MIA Heat,POR Trail Blazers,2025-01-12T03:10:00Z,-173,153
