Game Name,Away Team,Home Team,Cutoff Time,Away Odds,Home Odds
DET Pistons v POR Trail Blazers,POR Trail Blazers,DET Pistons,2025-01-07T00:10:00Z,214,-247
PHI 76ers v PHX Suns,PHX Suns,PHI 76ers,2025-01-07T00:10:00Z,132,-149
BKN Nets v IND Pacers,IND Pacers,BKN Nets,2025-01-07T00:40:00Z,-452,363
NY Knicks v ORL Magic,ORL Magic,NY Knicks,2025-01-07T00:40:00Z,489,-645
TOR Raptors v MIL Bucks,MIL Bucks,TOR Raptors,2025-01-07T00:40:00Z,-296,252
CHI Bulls v SA Spurs,SA Spurs,CHI Bulls,2025-01-07T01:10:00Z,-140,125
MEM Grizzlies v DAL Mavericks,DAL Mavericks,MEM Grizzlies,2025-01-07T01:10:00Z,166,-188
MIN Timberwolves v LA Clippers,LA Clippers,MIN Timberwolves,2025-01-07T01:10:00Z,117,-130
SAC Kings v MIA Heat,MIA Heat,SAC Kings,2025-01-07T03:10:00Z,144,-162
