Game Name,Home Team,Away Team,Cutoff Time,Home Odds,Away Odds
CHA Hornets v MIA Heat,CHA Hornets,MIA Heat,2024-11-28T00:00:00Z,2.454,1.609
CLE Cavaliers v ATL Hawks,CLE Cavaliers,ATL Hawks,2024-11-28T00:10:00Z,1.208,4.848
IND Pacers v POR Trail Blazers,IND Pacers,POR Trail Blazers,2024-11-28T00:10:00Z,1.212,4.788
ORL Magic v CHI Bulls,ORL Magic,CHI Bulls,2024-11-28T00:10:00Z,1.244,4.339
PHI 76ers v HOU Rockets,PHI 76ers,HOU Rockets,2024-11-28T00:10:00Z,2.793,1.491
WAS Wizards v LA Clippers,WAS Wizards,LA Clippers,2024-11-28T00:10:00Z,5.207,1.187
DAL Mavericks v NYK Knicks,DAL Mavericks,NYK Knicks,2024-11-28T00:40:00Z,2.513,1.584
MEM Grizzlies v DET Pistons,MEM Grizzlies,DET Pistons,2024-11-28T01:10:00Z,1.297,3.82
MIN Timberwolves v SAC Kings,MIN Timberwolves,SAC Kings,2024-11-28T01:10:00Z,1.641,2.384
NOP Pelicans v TOR Raptors,NOP Pelicans,TOR Raptors,2024-11-28T01:10:00Z,1.699,2.274
SAS Spurs v LAL Lakers,SAS Spurs,LAL Lakers,2024-11-28T01:40:00Z,2.144,1.782
PHX Suns v BKN Nets,PHX Suns,BKN Nets,2024-11-28T02:10:00Z,1.316,3.671
UTA Jazz v DEN Nuggets,UTA Jazz,DEN Nuggets,2024-11-28T02:10:00Z,4.439,1.237
GSW Warriors v OKC Thunder,GSW Warriors,OKC Thunder,2024-11-28T03:10:00Z,2.183,1.751
