Game Name,Home Team,Away Team,Cutoff Time,Home Odds,Away Odds
BKN Nets v BOS Celtics,BKN Nets,BOS Celtics,2025-03-15T22:00:00Z,4.818,1.209
DET Pistons v OKC Thunder,DET Pistons,OKC Thunder,2025-03-15T23:00:00Z,2.603,1.548
HOU Rockets v CHI Bulls,HOU Rockets,CHI Bulls,2025-03-16T00:00:00Z,1.309,3.72
MEM Grizzlies v MIA Heat,MEM Grizzlies,MIA Heat,2025-03-16T00:00:00Z,1.369,3.321
MIL Bucks v IND Pacers,MIL Bucks,IND Pacers,2025-03-16T00:00:00Z,N/A,N/A
GS Warriors v NY Knicks,GS Warriors,NY Knicks,2025-03-16T00:30:00Z,1.362,3.361
SA Spurs v NO Pelicans,SA Spurs,NO Pelicans,2025-03-16T00:30:00Z,2.334,1.67
DEN Nuggets v WAS Wizards,DEN Nuggets,WAS Wizards,2025-03-16T01:00:00Z,1.162,5.726
CLE Cavaliers v ORL Magic,CLE Cavaliers,ORL Magic,2025-03-16T17:00:00Z,N/A,N/A
DAL Mavericks v PHI 76ers,DAL Mavericks,PHI 76ers,2025-03-16T17:00:00Z,N/A,N/A
LA Lakers v PHX Suns,LA Lakers,PHX Suns,2025-03-16T19:30:00Z,N/A,N/A
BKN Nets v ATL Hawks,BKN Nets,ATL Hawks,2025-03-16T22:00:00Z,N/A,N/A
POR Trail Blazers v TOR Raptors,POR Trail Blazers,TOR Raptors,2025-03-16T22:00:00Z,N/A,N/A
LA Clippers v CHA Hornets,LA Clippers,CHA Hornets,2025-03-16T23:00:00Z,N/A,N/A
MIN Timberwolves v UTA Jazz,MIN Timberwolves,UTA Jazz,2025-03-16T23:00:00Z,N/A,N/A
MIL Bucks v OKC Thunder,MIL Bucks,OKC Thunder,2025-03-17T01:00:00Z,N/A,N/A
NY Knicks v MIA Heat,NY Knicks,MIA Heat,2025-03-17T23:30:00Z,N/A,N/A
HOU Rockets v PHI 76ers,HOU Rockets,PHI 76ers,2025-03-18T00:00:00Z,N/A,N/A
MIN Timberwolves v IND Pacers,MIN Timberwolves,IND Pacers,2025-03-18T00:00:00Z,N/A,N/A
