Game Name,Home Team,Away Team,Cutoff Time,Home Odds,Away Odds
CLE Cavaliers v MIN Timberwolves,CLE Cavaliers,MIN Timberwolves,2025-02-11T00:00:00Z,1.237,4.429
ORL Magic v ATL Hawks,ORL Magic,ATL Hawks,2025-02-11T00:00:00Z,1.496,2.773
WAS Wizards v SA Spurs,WAS Wizards,SA Spurs,2025-02-11T00:00:00Z,5.337,1.18
BKN Nets v CHA Hornets,BKN Nets,CHA Hornets,2025-02-11T00:30:00Z,N/A,N/A
MIA Heat v BOS Celtics,MIA Heat,BOS Celtics,2025-02-11T00:30:00Z,2.932,1.452
MIL Bucks v GS Warriors,MIL Bucks,GS Warriors,2025-02-11T01:00:00Z,3.242,1.383
OKC Thunder v NO Pelicans,OKC Thunder,NO Pelicans,2025-02-11T01:00:00Z,1.075,9.945
DAL Mavericks v SAC Kings,DAL Mavericks,SAC Kings,2025-02-11T01:30:00Z,1.929,1.965
DEN Nuggets v POR Trail Blazers,DEN Nuggets,POR Trail Blazers,2025-02-11T02:00:00Z,1.243,4.349
LA Lakers v UTA Jazz,LA Lakers,UTA Jazz,2025-02-11T03:30:00Z,1.144,6.182
PHI 76ers v TOR Raptors,PHI 76ers,TOR Raptors,2025-02-12T00:00:00Z,N/A,N/A
IND Pacers v NY Knicks,IND Pacers,NY Knicks,2025-02-12T00:30:00Z,N/A,N/A
CHI Bulls v DET Pistons,CHI Bulls,DET Pistons,2025-02-12T01:00:00Z,N/A,N/A
PHX Suns v MEM Grizzlies,PHX Suns,MEM Grizzlies,2025-02-12T03:00:00Z,N/A,N/A
BOS Celtics v SA Spurs,BOS Celtics,SA Spurs,2025-02-13T00:00:00Z,N/A,N/A
ORL Magic v CHA Hornets,ORL Magic,CHA Hornets,2025-02-13T00:00:00Z,N/A,N/A
WAS Wizards v IND Pacers,WAS Wizards,IND Pacers,2025-02-13T00:00:00Z,N/A,N/A
BKN Nets v PHI 76ers,BKN Nets,PHI 76ers,2025-02-13T00:30:00Z,N/A,N/A
NY Knicks v ATL Hawks,NY Knicks,ATL Hawks,2025-02-13T00:30:00Z,N/A,N/A
TOR Raptors v CLE Cavaliers,TOR Raptors,CLE Cavaliers,2025-02-13T00:30:00Z,N/A,N/A
CHI Bulls v DET Pistons,CHI Bulls,DET Pistons,2025-02-13T01:00:00Z,N/A,N/A
MIN Timberwolves v MIL Bucks,MIN Timberwolves,MIL Bucks,2025-02-13T01:00:00Z,N/A,N/A
NO Pelicans v SAC Kings,NO Pelicans,SAC Kings,2025-02-13T01:00:00Z,N/A,N/A
OKC Thunder v MIA Heat,OKC Thunder,MIA Heat,2025-02-13T01:00:00Z,N/A,N/A
HOU Rockets v PHX Suns,HOU Rockets,PHX Suns,2025-02-13T01:30:00Z,N/A,N/A
DEN Nuggets v POR Trail Blazers,DEN Nuggets,POR Trail Blazers,2025-02-13T02:00:00Z,N/A,N/A
