Game Name,Away Team,Home Team,Cutoff Time,Away Odds,Home Odds
BOS Celtics v TOR Raptors,TOR Raptors,BOS Celtics,2024-12-31T20:10:00Z,850,-1249
IND Pacers v MIL Bucks,MIL Bucks,IND Pacers,2024-12-31T20:10:00Z,-124,111
SA Spurs v LA Clippers,LA Clippers,SA Spurs,2025-01-01T00:10:00Z,150,-170
OKC Thunder v MIN Timberwolves,MIN Timberwolves,OKC Thunder,2025-01-01T01:10:00Z,231,-270
LA Lakers v CLE Cavaliers,CLE Cavaliers,LA Lakers,2025-01-01T02:10:00Z,-190,167
PHX Suns v MEM Grizzlies,MEM Grizzlies,PHX Suns,2025-01-01T02:10:00Z,156,-176
