Game Name,Away Team,Home Team,Cutoff Time,Away Odds,Home Odds
MIL Bucks v ATL Hawks,ATL Hawks,MIL Bucks,2024-12-14T21:40:00Z,150,-169
OKC Thunder v HOU Rockets,HOU Rockets,OKC Thunder,2024-12-15T01:40:00Z,200,-231
IND Pacers v NO Pelicans,NO Pelicans,IND Pacers,2024-12-15T22:00:00Z,193,-270
ORL Magic v NY Knicks,NY Knicks,ORL Magic,2024-12-15T23:00:00Z,-196,146
WAS Wizards v BOS Celtics,BOS Celtics,WAS Wizards,2024-12-15T23:00:00Z,-1249,574
SA Spurs v MIN Timberwolves,MIN Timberwolves,SA Spurs,2024-12-16T00:00:00Z,-196,144
PHX Suns v POR Trail Blazers,POR Trail Blazers,PHX Suns,2024-12-16T01:00:00Z,299,-454
GS Warriors v DAL Mavericks,DAL Mavericks,GS Warriors,2024-12-16T01:30:00Z,-126,-104
LA Lakers v MEM Grizzlies,MEM Grizzlies,LA Lakers,2024-12-16T02:30:00Z,-169,127
