Game Name,Home Team,Away Team,Cutoff Time,Home Odds,Away Odds
PHI 76ers v ORL Magic,PHI 76ers,ORL Magic,2024-12-07T00:10:00Z,2.473,1.602
ATL Hawks v LAL Lakers,ATL Hawks,LAL Lakers,2024-12-07T00:40:00Z,1.486,2.803
BOS Celtics v MIL Bucks,BOS Celtics,MIL Bucks,2024-12-07T00:40:00Z,1.302,3.77
CHI Bulls v IND Pacers,CHI Bulls,IND Pacers,2024-12-07T01:10:00Z,2.354,1.657
SA Spurs v SAC Kings,SA Spurs,SAC Kings,2024-12-07T01:10:00Z,2.942,1.448
GS Warriors v MIN Timberwolves,GS Warriors,MIN Timberwolves,2024-12-07T03:00:00Z,1.984,1.903
POR Trail Blazers v UTA Jazz,POR Trail Blazers,UTA Jazz,2024-12-07T03:10:00Z,1.729,2.223
MIL Bucks v ORL Magic,MIL Bucks,ORL Magic,2024-12-10T23:00:00Z,1.44,2.66
OKC Thunder v DAL Mavericks,OKC Thunder,DAL Mavericks,2024-12-11T02:30:00Z,1.46,2.6
NY Knicks v ATL Hawks,NY Knicks,ATL Hawks,2024-12-11T23:00:00Z,N/A,N/A
HOU Rockets v GS Warriors,HOU Rockets,GS Warriors,2024-12-12T02:30:00Z,N/A,N/A
