Game Name,Away Team,Home Team,Cutoff Time,Away Odds,Home Odds
CHA Hornets v DAL Mavericks,DAL Mavericks,CHA Hornets,2025-01-20T17:00:00Z,-172,151
HOU Rockets v DET Pistons,DET Pistons,HOU Rockets,2025-01-20T19:00:00Z,265,-314
MEM Grizzlies v MIN Timberwolves,MIN Timberwolves,MEM Grizzlies,2025-01-20T19:30:00Z,191,-219
NY Knicks v ATL Hawks,ATL Hawks,NY Knicks,2025-01-20T20:00:00Z,222,-259
CLE Cavaliers v PHX Suns,PHX Suns,CLE Cavaliers,2025-01-20T20:30:00Z,265,-315
GS Warriors v BOS Celtics,BOS Celtics,GS Warriors,2025-01-20T22:00:00Z,-469,375
NO Pelicans v UTA Jazz,UTA Jazz,NO Pelicans,2025-01-21T01:00:00Z,404,-510
LA Clippers v CHI Bulls,CHI Bulls,LA Clippers,2025-01-21T03:30:00Z,195,-224
