Game Name,Home Team,Away Team,Cutoff Time,Home Odds,Away Odds
CHA Hornets v BKN Nets,CHA Hornets,BKN Nets,2025-01-30T00:00:00Z,1.73,2.224
IND Pacers v DET Pistons,IND Pacers,DET Pistons,2025-01-30T00:00:00Z,1.38,3.262
WAS Wizards v TOR Raptors,WAS Wizards,TOR Raptors,2025-01-30T00:00:00Z,2.853,1.472
BOS Celtics v CHI Bulls,BOS Celtics,CHI Bulls,2025-01-30T00:30:00Z,1.104,7.761
MIA Heat v CLE Cavaliers,MIA Heat,CLE Cavaliers,2025-01-30T00:30:00Z,3.561,1.331
NY Knicks v DEN Nuggets,NY Knicks,DEN Nuggets,2025-01-30T00:30:00Z,1.735,2.214
PHI 76ers v SAC Kings,PHI 76ers,SAC Kings,2025-01-30T00:30:00Z,4.339,1.244
NO Pelicans v DAL Mavericks,NO Pelicans,DAL Mavericks,2025-01-30T01:00:00Z,1.965,1.929
SA Spurs v LA Clippers,SA Spurs,LA Clippers,2025-01-30T01:00:00Z,2.563,1.567
PHX Suns v MIN Timberwolves,PHX Suns,MIN Timberwolves,2025-01-30T02:00:00Z,2.045,1.857
GS Warriors v OKC Thunder,GS Warriors,OKC Thunder,2025-01-30T03:00:00Z,4.746,1.213
IND Pacers v ATL Hawks,IND Pacers,ATL Hawks,2025-02-01T22:00:00Z,N/A,N/A
UTA Jazz v ORL Magic,UTA Jazz,ORL Magic,2025-02-01T22:00:00Z,N/A,N/A
CHA Hornets v DEN Nuggets,CHA Hornets,DEN Nuggets,2025-02-02T00:00:00Z,N/A,N/A
HOU Rockets v BKN Nets,HOU Rockets,BKN Nets,2025-02-02T01:00:00Z,N/A,N/A
MIN Timberwolves v WAS Wizards,MIN Timberwolves,WAS Wizards,2025-02-02T01:00:00Z,N/A,N/A
OKC Thunder v SAC Kings,OKC Thunder,SAC Kings,2025-02-02T01:00:00Z,N/A,N/A
NY Knicks v LA Lakers,NY Knicks,LA Lakers,2025-02-02T01:30:00Z,N/A,N/A
SA Spurs v MIA Heat,SA Spurs,MIA Heat,2025-02-02T01:30:00Z,N/A,N/A
POR Trail Blazers v PHX Suns,POR Trail Blazers,PHX Suns,2025-02-02T03:00:00Z,N/A,N/A
DET Pistons v CHI Bulls,DET Pistons,CHI Bulls,2025-02-02T20:00:00Z,N/A,N/A
CLE Cavaliers v DAL Mavericks,CLE Cavaliers,DAL Mavericks,2025-02-02T20:30:00Z,N/A,N/A
TOR Raptors v LA Clippers,TOR Raptors,LA Clippers,2025-02-02T20:30:00Z,N/A,N/A
PHI 76ers v BOS Celtics,PHI 76ers,BOS Celtics,2025-02-02T23:00:00Z,N/A,N/A
MIL Bucks v MEM Grizzlies,MIL Bucks,MEM Grizzlies,2025-02-03T01:30:00Z,N/A,N/A
CHA Hornets v WAS Wizards,CHA Hornets,WAS Wizards,2025-02-04T00:00:00Z,N/A,N/A
DET Pistons v ATL Hawks,DET Pistons,ATL Hawks,2025-02-04T00:00:00Z,N/A,N/A
NY Knicks v HOU Rockets,NY Knicks,HOU Rockets,2025-02-04T00:30:00Z,N/A,N/A
MEM Grizzlies v SA Spurs,MEM Grizzlies,SA Spurs,2025-02-04T01:00:00Z,N/A,N/A
MIN Timberwolves v SAC Kings,MIN Timberwolves,SAC Kings,2025-02-04T01:00:00Z,N/A,N/A
OKC Thunder v MIL Bucks,OKC Thunder,MIL Bucks,2025-02-04T01:00:00Z,N/A,N/A
DEN Nuggets v NO Pelicans,DEN Nuggets,NO Pelicans,2025-02-04T02:00:00Z,N/A,N/A
UTA Jazz v IND Pacers,UTA Jazz,IND Pacers,2025-02-04T02:00:00Z,N/A,N/A
GS Warriors v ORL Magic,GS Warriors,ORL Magic,2025-02-04T03:00:00Z,N/A,N/A
POR Trail Blazers v PHX Suns,POR Trail Blazers,PHX Suns,2025-02-04T03:00:00Z,N/A,N/A
PHI 76ers v DAL Mavericks,PHI 76ers,DAL Mavericks,2025-02-05T00:00:00Z,N/A,N/A
BKN Nets v HOU Rockets,BKN Nets,HOU Rockets,2025-02-05T00:30:00Z,N/A,N/A
CLE Cavaliers v BOS Celtics,CLE Cavaliers,BOS Celtics,2025-02-05T00:30:00Z,N/A,N/A
