Game Name,Home Team,Away Team,Cutoff Time,Home Odds,Away Odds
DET Pistons v UTA Jazz,DET Pistons,UTA Jazz,2024-12-20T00:00:00Z,1.49,2.5
ORL Magic v OKC Thunder,ORL Magic,OKC Thunder,2024-12-20T00:00:00Z,2.73,1.42
WAS Wizards v CHA Hornets,WAS Wizards,CHA Hornets,2024-12-20T00:00:00Z,2.28,1.59
BOS Celtics v CHI Bulls,BOS Celtics,CHI Bulls,2024-12-20T00:30:00Z,1.08,6.78
TOR Raptors v BKN Nets,TOR Raptors,BKN Nets,2024-12-20T00:30:00Z,1.48,2.55
HOU Rockets v NO Pelicans,HOU Rockets,NO Pelicans,2024-12-20T01:00:00Z,1.19,4.35
MEM Grizzlies v GS Warriors,MEM Grizzlies,GS Warriors,2024-12-20T01:00:00Z,1.59,2.28
SA Spurs v ATL Hawks,SA Spurs,ATL Hawks,2024-12-20T01:00:00Z,1.89,1.85
DAL Mavericks v LA Clippers,DAL Mavericks,LA Clippers,2024-12-20T01:30:00Z,1.34,3.09
PHX Suns v IND Pacers,PHX Suns,IND Pacers,2024-12-20T02:00:00Z,1.34,3.08
MIN Timberwolves v NY Knicks,MIN Timberwolves,NY Knicks,2024-12-20T02:30:00Z,1.73,2.03
POR Trail Blazers v DEN Nuggets,POR Trail Blazers,DEN Nuggets,2024-12-20T03:00:00Z,3.61,1.26
SAC Kings v LA Lakers,SAC Kings,LA Lakers,2024-12-20T03:00:00Z,1.58,2.28
