Game Name,Away Team,Home Team,Cutoff Time,Away Odds,Home Odds
NY Knicks v ATL Hawks,ATL Hawks,NY Knicks,2024-12-12T00:10:00Z,279,-333
HOU Rockets v GS Warriors,GS Warriors,HOU Rockets,2024-12-12T02:40:00Z,118,-133
MIA Heat v TOR Raptors,TOR Raptors,MIA Heat,2024-12-13T00:30:00Z,384,-625
BOS Celtics v DET Pistons,DET Pistons,BOS Celtics,2024-12-13T00:40:00Z,544,-1111
NO Pelicans v SAC Kings,SAC Kings,NO Pelicans,2024-12-13T01:10:00Z,-238,174
