Game Name,Away Team,Home Team,Cutoff Time,Away Odds,Home Odds
CHA Hornets v PHX Suns,PHX Suns,CHA Hornets,2025-01-08T00:10:00Z,-176,156
WAS Wizards v HOU Rockets,HOU Rockets,WAS Wizards,2025-01-08T00:10:00Z,-724,540
DAL Mavericks v LA Lakers,LA Lakers,DAL Mavericks,2025-01-08T00:35:00Z,-246,213
NO Pelicans v MIN Timberwolves,MIN Timberwolves,NO Pelicans,2025-01-08T01:00:00Z,-189,167
UTA Jazz v ATL Hawks,ATL Hawks,UTA Jazz,2025-01-08T02:10:00Z,-242,209
DEN Nuggets v BOS Celtics,BOS Celtics,DEN Nuggets,2025-01-08T03:05:00Z,0,0
GS Warriors v MIA Heat,MIA Heat,GS Warriors,2025-01-08T03:10:00Z,318,-389
CLE Cavaliers v OKC Thunder,OKC Thunder,CLE Cavaliers,2025-01-09T00:10:00Z,104,-138
